X	Y	FID	Facility_N	F_NAME	HMIS	Province	District	Division	LOCATION	Sub_Locati	Spatial_Re	Facility_T	Agency	Latitude	Longitude	GlobalID
37.4649	-0.509833	568	12	KANGARU DISP	809	EASTERN	EMBU	CENTRAL	MUNICIPALITY	NTHAMBO(EMBU)	DSA/DFH(MOH)-UNFPA REPORT	4	MOH	-0.509833	37.4649	{12AB6426-FD2D-4C9A-8C76-E84BB09F99CF}
37.07748	-0.565766	569	56	MIHUTI DISP	470	CENTRAL	NYERI	MUKURWE-INI	GIATHUGU	MIHUTI(NYERI)	1:50000 MAPS	4	MOH	-0.565766	37.07748	{38F914BA-6E09-4096-BBCB-02ED3A393BEC}
37.5275	-0.379137	570	13	KANJA DISP	811	EASTERN	EMBU	RUNYENJES	KAGAARI NORTH	KANJA	DSA/DFH(MOH)-UNFPA REPORT	4	MOH	-0.379137	37.5275	{8F1B20B2-C988-42D0-A325-E1F562A2095F}
36.93414	-0.42414	571	57	MT. KENYA HOSPITAL	497	CENTRAL	NYERI	MUNICIPALITY	MUKARO	MAJENGO(NYERI)	GPS	1	MOH	-0.42414	36.93414	{9B56BD1F-0C61-4939-9F63-24820BD80216}
37.4615	-0.387075	572	15	KARAU H C	814	EASTERN	EMBU	MANYATTA	NGINDA	MBUVORI	DSA/DFH(MOH)-UNFPA REPORT	3	MOH	-0.387075	37.4615	{80202704-3557-43AA-8D7E-7C964DE02003}
37.18378	-0.406532	573	30	ITUNDU DISP	3154	CENTRAL	NYERI	MATHIRA	IRIA-INI	CHEHE	1:50000 MAPS	4	MOH	-0.406532	37.18378	{1989DC4A-1BD4-47FB-B682-190F2699A4AE}
36.71123	-0.30123	574	58	MUGUNDA DISP	471	CENTRAL	NYERI	KIENI WEST	ENDARASHA	GAKANGA	1:50000 MAPS	4	MOH	-0.30123	36.71123	{87B87BBD-98D3-4E66-9AD4-2130B4C9C54E}
37.66	-0.46	575	16	KARURUMO RHTC	844	EASTERN	EMBU	KYENI	KARURUMO	KATHUNGURI	DHMT	3	MOH	-0.46	37.66	{7ED75E31-FE1F-4099-A385-EA9073B34E52}
37.4451	-0.478747	576	17	KATHANGARI DISP	815	EASTERN	EMBU	MANYATTA	NGANDORI	KATHANGARI	DSA/DFH(MOH)-UNFPA REPORT	4	MOH	-0.478747	37.4451	{AF23D29C-E49A-4C01-AF01-26FD4CA240D6}
37.04464	-0.55924	577	59	MUKURWENI SUB-DISTRICT HOSP.	498	CENTRAL	NYERI	MUKURWE-INI	MUHITO	GATURIA	GPS	1	MOH	-0.55924	37.04464	{CE3F483A-C558-4F12-BDA8-B33AEE3C177B}
36.8239	-0.402778	578	31	KABAGE DISP	457	CENTRAL	NYERI	TETU	MAHOYA	KABAGE	1:50000 MAPS	4	MOH	-0.402778	36.8239	{4D5B9F6A-E327-4896-9E07-92CE00452354}
37.45	-0.41	579	18	KATHANGARIRI DISP	0	EASTERN	EMBU	MANYATTA	NGINDA	NGUVIU	DHMT	4	MOH	-0.41	37.45	{FF311D90-F5F4-4546-9E4C-F4852B094E50}
37.02793	-0.123874	580	60	MURERU DISP	3150	CENTRAL	NYERI	KIENI EAST	GAKAWA	GITHIMA(NYERI)	1:50000 MAPS	4	MOH	-0.123874	37.02793	{7D6E2417-D2C6-4C71-8834-E4BB0D83BA84}
37.61	-0.42	581	19	KATHANJURI DISP	816	EASTERN	EMBU	KYENI	KYENI SOUTH	NYAGARI	DHMT	4	MOH	-0.42	37.61	{9E7BAB4A-E7B2-4B5D-9A89-73B0606131F3}
37.053153	-0.593694	582	61	MUTHUTHI-INI DISP	3810	CENTRAL	NYERI	MUKURWE-INI	GIKONDI	MUTHUTHIINI	1:50000 MAPS	4	MOH	-0.593694	37.053153	{F27C3F77-C364-4449-96ED-7EED0992B1C0}
36.9261	-0.516129	583	32	KAGERE DISP	3151	CENTRAL	NYERI	OTHAYA	MAHIGA	KAMOKO	1:50000 MAPS	4	MOH	-0.516129	36.9261	{A16B681C-7923-48B3-A695-1D898AB6910A}
37.5349	-0.444724	584	21	KEVOTE DISP	817	EASTERN	EMBU	NEMBURE	MAKENGI	KEVOTE	DSA/DFH(MOH)-UNFPA REPORT	4	MISS	-0.444724	37.5349	{5E45D4F1-B29D-42C7-8CC7-FC17586E9584}
37.10231	-0.602321	585	62	MWERU DISPENSARY	507	CENTRAL	NYERI	MUKURWE-INI	GIATHUGU	MWERU(NYERI)	DISTRICT ESTIMATES	4	MOH	-0.602321	37.10231	{27B16FB0-D4B1-448C-976B-75E228261171}
36.902253	-0.600901	586	33	KAGICHA DISP	4575	CENTRAL	NYERI	OTHAYA	CHINGA	MUMBUINI	1:50000 MAPS	4	MOH	-0.600901	36.902253	{5B770092-0EE3-411B-8B6A-F8F463850FFF}
37.5016	-0.397093	587	22	KIANJOKOMA HEALTH CENTRE	837	EASTERN	EMBU	RUNYENJES	KAGAARI NORTH	KIANJOKOMA	DSA/DFH(MOH)-UNFPA REPORT	3	MOH	-0.397093	37.5016	{70E4623C-8CF0-46E5-85EF-C0F4C0FA6192}
37.01082	-0.317568	588	63	NAIROBI DISP	472	CENTRAL	NYERI	KIENI EAST	THIGU	THIRIGITU	1:50000 MAPS	4	MOH	-0.317568	37.01082	{965E71BF-FAAE-404B-82D8-AF4D46DC30DE}
37.4352	-0.444346	589	23	KIBUGU HEALTH CENTRE	838	EASTERN	EMBU	MANYATTA	NGINDA	KIBUGU	DSA/DFH(MOH)-UNFPA REPORT	3	MOH	-0.444346	37.4352	{A22ED4EF-0938-4776-B775-FCB9D928F628}
37.03124	-0.17421	590	64	NARO MORU CATHOLIC DISP	3141	CENTRAL	NYERI	KIENI EAST	NAROMORU	NAROMORU	DISTRICT ESTIMATES	4	MISS	-0.17421	37.03124	{6DEBCF2C-8C76-4B60-A268-CD63FC041399}
37.64	-0.42085	591	74	KIGUMO DISP	819	EASTERN	EMBU	KYENI	KYENI SOUTH	KIGUMO	DSA/DFH(MOH)-UNFPA REPORT	4	MISS	-0.42085	37.64	{013FF99A-C0A2-4E80-AB83-D4CE3787F8F7}
37.02027	-0.16667	592	65	NARO MORU SUB HEALTH CENTRE	474	CENTRAL	NYERI	KIENI EAST	NAROMORU	NAROMORU	1:50000 MAPS	3	MOH	-0.16667	37.02027	{61497E47-E3C4-4DA1-A01E-1002F73EDF00}
37.4732	-0.398038	593	25	KIRIARI CPK DISP	2754	EASTERN	EMBU	MANYATTA	RUGURU	KIRIARI	DSA/DFH(MOH)-UNFPA REPORT	4	MISS	-0.398038	37.4732	{0718B818-7FB1-4C35-9E54-5E5037E39C0B}
37.11982	-0.301354	594	66	NDATHI DISP	476	CENTRAL	NYERI	KIENI EAST	KABARU	NDATHI	1:50000 MAPS	4	MOH	-0.301354	37.11982	{2D55AF3E-6326-45A0-AC6B-4F64616D8FEE}
37.5585	-0.510879	595	27	KITHEGI DISP	804	EASTERN	EMBU	NEMBURE	KITHIMU	KITHEGI	DSA/DFH(MOH)-UNFPA REPORT	4	MOH	-0.510879	37.5585	{A5DA236D-D76E-41FB-818E-4DEE5FF34CDE}
37.137387	-0.522523	596	67	NDIMAINI DISP	477	CENTRAL	NYERI	MATHIRA	KONYU	GAKUYU(NYERI)	1:50000 MAPS	4	MOH	-0.522523	37.137387	{1F97FE95-B12E-43B0-AD23-6FAB60F6E72C}
37.5192	-0.507477	597	28	KITHIMU DISP	805	EASTERN	EMBU	NEMBURE	KITHIMU	KITHIMU	DSA/DFH(MOH)-UNFPA REPORT	4	MOH	-0.507477	37.5192	{AF36D6D1-767C-4746-B6EA-4FD858017AB2}
36.8858	-0.489695	598	68	NDUGAMANO DISP	84	CENTRAL	NYERI	TETU	THEGENGE	NDUGAMANO	1:50000 MAPS	4	MOH	-0.489695	36.8858	{400E52F6-8C05-4032-9ABA-7A9CED0272A9}
37.4778	-0.358109	599	20	KITHUNGURIRI DISP	2443	EASTERN	EMBU	MANYATTA	RUGURU	KITHUNGURIRI	DDP	4	MOH	-0.358109	37.4778	{BB1CC9CF-9A7C-44D8-990F-EFD84230A97B}
37.09231	-0.45123	600	69	NGANDU-KABIRUINI MISSION DISP	478	CENTRAL	NYERI	MATHIRA	KIRIMUKUYU	NGANDU	DISTRICT ESTIMATES	4	MISS	-0.45123	37.09231	{D97ED75D-7481-4FAD-AF7E-0BE982B76248}
37.5228	-0.452285	601	31	MAKENGI DISP	823	EASTERN	EMBU	NEMBURE	MAKENGI	MAKENGI	DSA/DFH(MOH)-UNFPA REPORT	4	MOH	-0.452285	37.5228	{9B69E2C6-5E0A-420C-B84F-821D74745AA1}
37.064189	-0.409901	602	70	NGORANO HEALTH CENTRE	510	CENTRAL	NYERI	MATHIRA	NGORANO	HIRIGA	1:50000 MAPS	3	MOH	-0.409901	37.064189	{65922B8A-2C2B-4658-ABFD-DCA51E074DFC}
37.4782	-0.563803	603	32	MOTHER NAZZALLERO MISSION DISP	0	EASTERN	EMBU	CENTRAL	MBETI NORTH	ITABUA	DSA/DFH(MOH)-UNFPA REPORT	4	MISS	-0.563803	37.4782	{A6B2A6E5-8FF9-4505-B15A-4B25CDB14B8E}
36.863964	-0.40045	604	71	NJOGUINI DISP	3545	CENTRAL	NYERI	TETU	MAHOYA	THATHA(NYERI)	1:50000 MAPS	4	MOH	-0.40045	36.863964	{BB0918E4-04A8-4E3B-B916-552B2EBC3322}
37.5869	-0.396106	605	33	MUFU DISP	826	EASTERN	EMBU	KYENI	KYENI NORTH	MUFU	DSA/DFH(MOH)-UNFPA REPORT	4	MOH	-0.396106	37.5869	{80D9701F-B8CE-48FC-91D2-6E666950FC83}
36.992255	-0.571122	606	72	NJOKI DISP	479	CENTRAL	NYERI	MUKURWE-INI	GAKINDU	GAKINDUINI	1:50000 MAPS	4	MOH	-0.571122	36.992255	{E274FD43-2F71-4C67-AE53-B071540764A6}
37.67	-0.49	607	34	NDUMARI DISP	0	EASTERN	EMBU	RUNYENJES	KAGAARI SOUTH	KIRINGA	DHMT	4	MISS	-0.49	37.67	{B6563281-1833-4759-9F7A-CE772FDFBA47}
36.96113	-0.42399	608	73	NYERI PROVINCIAL GENERAL HOSP.	499	CENTRAL	NYERI	MUNICIPALITY	MUKARO	MAJENGO(NYERI)	GPS	2	MOH	-0.42399	36.96113	{09D66931-6CDB-4D0A-85D5-4DDE1E54E47F}
37.508	-0.471186	609	35	NEMBURE DISP	827	EASTERN	EMBU	NEMBURE	GATURI SOUTH	NEMBURE	DSA/DFH(MOH)-UNFPA REPORT	4	MOH	-0.471186	37.508	{58234193-EEB0-482B-9D73-DAD644DEBC67}
36.94271	-0.54783	610	74	OTHAYA KARIMA MISSION DISPENSARY	481	CENTRAL	NYERI	OTHAYA	IRIA-INI	GITUNDU	GPS	4	MISS	-0.54783	36.94271	{4F7DC593-A92A-4D5E-A3FC-090AFE4B6DA1}
37.574054	0.33842	611	0	KAMBI GARBA DISP	0	EASTERN	ISIOLO	CENTRAL	CENTRAL	BULLA PESA	DHMT	4	MISS	0.33842	37.574054	{3D38D87F-38E8-4BA3-A2CB-B8D07E0EA2BF}
37.44	-0.41	612	36	NGUVIU DISP	829	EASTERN	EMBU	MANYATTA	NGINDA	NGUVIU	DHMT	4	MISS	-0.41	37.44	{61A419E1-D927-4319-BF53-AF7D18787D52}
36.93995	-0.5399	613	75	OTHAYA SUB-DISTRICT HOSPITAL	500	CENTRAL	NYERI	OTHAYA	IRIA-INI	KIAHAGU	GPS	1	MOH	-0.5399	36.93995	{264EFBF9-3123-466A-B7B8-CDE548EB6003}
37.5764	-0.46765	614	37	NTHAGAIYA DISP	2436	EASTERN	EMBU	RUNYENJES	KAGAARI SOUTH	NTHANGAIYA	DSA/DFH(MOH)-UNFPA REPORT	4	MISS	-0.46765	37.5764	{921D9E81-CD44-4283-BF27-8120F2AB4E54}
37.06232	-0.52123	615	34	KAHETI DISP	503	CENTRAL	NYERI	MUKURWE-INI	MUHITO	MUNYU(MUKURWEINI)	DISTRICT ESTIMATES	4	MISS	-0.52123	37.06232	{5B87402D-991C-49B1-8953-D4681BF4059D}
38.1796	0.372175	616	13	KINNA H C	858	EASTERN	ISIOLO	KINNA	KINNA	KINNA	DSA/DFH(MOH)-UNFPA REPORT	3	MOH	0.372175	38.1796	{C6394ADA-DB76-4CF7-A02B-713264777121}
37.5698	-0.424635	617	39	RUNYENJES SUB-DISTRICT HOSPITAL	842	EASTERN	EMBU	RUNYENJES	RUNYENJES TOWN	KIGAA	DSA/DFH(MOH)-UNFPA REPORT	1	MOH	-0.424635	37.5698	{AB518D61-11D0-489D-B292-6AE26797C319}
37.13176	-0.461712	618	76	RAGATI DISP	483	CENTRAL	NYERI	MATHIRA	MAGUTU	RAGATI	1:50000 MAPS	4	MOH	-0.461712	37.13176	{D8F344C8-8A97-4767-A5FE-63F35B801E82}
37.114415	-0.052703	619	35	KAHURURA DISP	458	CENTRAL	NYERI	KIENI EAST	GAKAWA	KAHURURA	1:50000 MAPS	4	MOH	-0.052703	37.114415	{7BE450CB-4031-4596-BE28-228BFB62E65D}
37.253212	0.563212	620	14	KIPSING DISP	2353	EASTERN	ISIOLO	OLDONYIRO	KIPSING	KIPSING	1:50000 MAPS	4	MOH	0.563212	37.253212	{93B62FC5-9F2A-4590-BFD2-2F5F0853F9B8}
37.574118	0.335795	621	0	ACK DISP	0	EASTERN	ISIOLO	CENTRAL	CENTRAL	BULLA PESA	DHMT	4	MISS	0.335795	37.574118	{1BA33965-9367-4909-8517-63368447525C}
36.8974	-0.568548	622	77	RURUGUTI DISP	3155	CENTRAL	NYERI	OTHAYA	IRIA-INI	KIANDEMI	1:50000 MAPS	4	MOH	-0.568548	36.8974	{5A8E139A-956D-44A1-A276-953998EE6346}
36.882433	-0.532433	623	36	KAIRUTHI DISP	4372	CENTRAL	NYERI	OTHAYA	IRIA-INI	KAIRUTHI(IRIANI)	1:50000 MAPS	4	MOH	-0.532433	36.882433	{804DA8AD-D508-446B-8F9A-89C0BCC122F1}
38.7662	1.19208	624	16	KORBESA DISP	859	EASTERN	ISIOLO	MERTI	KORBESA	MATA ARBA(ISIOLO)	DSA/DFH(MOH)-UNFPA REPORT	4	MOH	1.19208	38.7662	{89D89515-3DAA-4043-A775-A200222B779A}
37.58654	0.3623	625	5	AIC CHRISTIAN COMMUNITY SERVICES DISP	0	EASTERN	ISIOLO	CENTRAL	ISIOLO EAST	WABERA(ISIOLO)	MEDS	4	MISS	0.3623	37.58654	{B69FABB4-C635-4652-A4D5-7E188B96AA0B}
37.006306	-0.58243	626	78	SOUTH TETU DISP	3161	CENTRAL	NYERI	MUKURWE-INI	GIKONDI	KARINDI	1:50000 MAPS	4	MOH	-0.58243	37.006306	{4D4D04FA-B5BC-484C-93C8-806942809856}
38.176	0.580342	627	17	KULA MAWE DISP	860	EASTERN	ISIOLO	KINNA	KULAMAWE	KULAMAWE	DSA/DFH(MOH)-UNFPA REPORT	4	MOH	0.580342	38.176	{70DAB7EF-D3E8-4AE2-9658-B6FA74FCFD49}
37.114415	-0.052703	628	37	KAMBURAINI DISP	3149	CENTRAL	NYERI	KIENI EAST	GAKAWA	KAHURURA	1:50000 MAPS	4	MOH	-0.052703	37.114415	{3F67CBE7-A95A-40A8-97F7-A5AE24E48381}
37.585072	0.354493	629	2	AL-FALLAH ISLAM DISP	845	EASTERN	ISIOLO	CENTRAL	ISIOLO EAST	WABERA(ISIOLO)	ILRI MKT CENTRES	4	MISS	0.354493	37.585072	{C5AC5C7E-38A0-4E5F-9869-478141A4C2EA}
37.017117	-0.526577	630	79	TAMBAYA DISP	3153	CENTRAL	NYERI	MUKURWE-INI	GAKINDU	RUTHANJI	1:50000 MAPS	4	MOH	-0.526577	37.017117	{B35C3AE9-3725-4E94-B740-2E5174C30DA3}
37.2599	0.625596	631	18	LONGOPITO DISP	861	EASTERN	ISIOLO	OLDONYIRO	KIPSING	LENGURUMA	DSA/DFH(MOH)-UNFPA REPORT	4	MOH	0.625596	37.2599	{6F80B11E-D6D7-4CC4-ABA9-B0843AA79E8E}
36.931145	-0.514689	632	38	KAMOKO SUB HEALTH CENTRE	459	CENTRAL	NYERI	OTHAYA	MAHIGA	KAMOKO	1:50000 MAPS	3	MOH	-0.514689	36.931145	{7308EFAC-3F1E-4C58-BBB1-16A9E9252BD9}
37.571032	0.330212	633	0	ANTI POACHING UNIT	846	EASTERN	ISIOLO	CENTRAL	CENTRAL	BULLA PESA	DHMT	4	MOH	0.330212	37.571032	{E67D347F-33CF-45E0-9EE0-6241998A6F65}
37.153604	-0.604505	634	80	THANGATHI DISP	484	CENTRAL	NYERI	MUKURWE-INI	RUTUNE	MUTUNDU	1:50000 MAPS	4	MOH	-0.604505	37.153604	{AA11505E-8384-4EF8-9147-BAB9BE0802E6}
38.5217	0.859105	635	19	MALKA DAKA DISP	862	EASTERN	ISIOLO	GARBA TULLA	MALKA DAKA	MALKADAKA	DSA/DFH(MOH)-UNFPA REPORT	4	MOH	0.859105	38.5217	{68828D74-039A-4FDA-981E-46195FC10F8D}
38.332323	0.912321	636	3	BILIKO DISP	4302	EASTERN	ISIOLO	MERTI	BISAN BILIKU	BISAN BILIKU	1:50000 MAPS	4	MOH	0.912321	38.332323	{67011E11-0CEA-4125-9BE6-37B23D6C4A68}
37.103604	-0.628829	637	39	KARABA DISP	460	CENTRAL	NYERI	MUKURWE-INI	GIKONDI	KARABA(NYERI)	1:50000 MAPS	4	MOH	-0.628829	37.103604	{02969FF0-6FA6-4041-9A0B-733ED32DF358}
36.94906	-0.41983	638	81	TOWN HEALTH CENTRE	493	CENTRAL	NYERI	MUNICIPALITY	MUKARO	MAJENGO(NYERI)	GPS	3	MOH	-0.41983	36.94906	{F5352434-77ED-42C3-9917-74C521742F2D}
38.462321	1.010123	639	4	BUSSELA DISP - BULESA	848	EASTERN	ISIOLO	MERTI	BULESA	BULESA	1:50000 MAPS	4	MOH	1.010123	38.462321	{6DF2ADB7-CE6D-4BEA-865C-A4D6E7D98269}
38.6332	1.10543	640	21	MERTI CATHOLIC MISSION DISP	2960	EASTERN	ISIOLO	MERTI	MERTI	MERTI NORTH	DSA/DFH(MOH)-UNFPA REPORT	4	MISS	1.10543	38.6332	{351EC61D-DABA-4D1A-B44C-22F0706AB890}
37.07946	-0.48549	641	82	TUMUTUMU MISS. HOSPITAL	501	CENTRAL	NYERI	MATHIRA	KIRIMUKUYU	MBOGOINI	GPS	1	MISS	-0.48549	37.07946	{CCAE12F4-EFC6-4318-9D62-38C56741CB83}
37.12141	-0.47896	642	40	KARATINA MISSION DISP	461	CENTRAL	NYERI	MATHIRA	KARATINA	MUTHUA	GPS	4	MISS	-0.47896	37.12141	{6FC384C3-15F0-46CD-95F1-74986B843395}
39.180705	1.472029	643	0	DADACHASA DISP	4303	EASTERN	ISIOLO	MERTI	MALKAGALLA	MALKA GALLA	DHMT	4	MOH	1.472029	39.180705	{D5932A19-27EC-40CE-AE09-7975B576DB08}
36.97123	-0.49213	644	83	UNJIRU DISP	485	CENTRAL	NYERI	TETU	KARUNDU	UNJIRU	DISTRICT ESTIMATES	4	MOH	-0.49213	36.97123	{AAE769AB-DF7B-44CD-8011-790810B0E643}
38.6421	1.06354	645	22	MERTI HEALTH CENTRE	872	EASTERN	ISIOLO	MERTI	MERTI	MERTI SOUTH	DSA/DFH(MOH)-UNFPA REPORT	3	MOH	1.06354	38.6421	{0C67D69C-1351-4FEE-BD21-235F34B6691D}
38.517536	0.526912	646	6	ELDERA DISP	849	EASTERN	ISIOLO	GARBA TULLA	GARBA TULLA	GARBA TULLA SOUTH	ILRI MKT CENTRES	4	MOH	0.526912	38.517536	{76937F40-C03B-4AF1-87F4-BAE9131B3B87}
36.9319	-0.475806	647	84	WAMAGANA HEALTH CENTRE	494	CENTRAL	NYERI	TETU	KARUNDU	KIANJOGU(NYERI)	1:50000 MAPS	3	MOH	-0.475806	36.9319	{A06C7C8D-944E-4376-A8CE-C4588B68673D}
37.6419	0.582152	648	23	NGARE MARA CATHOLIC DISP	3580	EASTERN	ISIOLO	CENTRAL	NGARE MARA	NGARE MARA	DSA/DFH(MOH)-UNFPA REPORT	4	MISS	0.582152	37.6419	{01E31286-41ED-4703-B1E5-C3AB8581B459}
38.572132	0.832321	649	7	GAFARSA DISP	852	EASTERN	ISIOLO	GARBA TULLA	GAFARSA	GAFARSA	1:50000 MAPS	4	MOH	0.832321	38.572132	{E4311E64-9B75-423E-AFB9-A3727CA7E66B}
36.8876	-0.46819	650	85	WANDUMBI DISP	486	CENTRAL	NYERI	TETU	TETU	KARAIHU	1:50000 MAPS	4	MOH	-0.46819	36.8876	{6E1D811C-6E16-48CC-8C39-F55765D7424F}
36.9974	0.683521	651	24	OLDONYIRO CATHOLIC MISSION DISP	4305	EASTERN	ISIOLO	OLDONYIRO	OL DONYIRO	LONKOPITO	DSA/DFH(MOH)-UNFPA REPORT	4	MISS	0.683521	36.9974	{4B6FC482-7E20-472A-8C19-014613FBA217}
38.517536	0.526912	652	8	GARBATULLA DEV OFFICE DISP	4304	EASTERN	ISIOLO	GARBA TULLA	GARBA TULLA	GARBA TULLA SOUTH	ILRI MKT CENTRES	4	MISS	0.526912	38.517536	{5B589E15-162F-46FE-880B-4E8F5D21D909}
37.11397	-0.260355	653	86	WARAZO HEALTH CENTRE	511	CENTRAL	NYERI	KIENI EAST	KABARU	KIRIMA(NYERI)	1:50000 MAPS	3	MOH	-0.260355	37.11397	{C16743BB-0C0D-4B35-8625-D01A235AACA7}
36.9938	0.649128	654	25	OLDONYIRO DISP	864	EASTERN	ISIOLO	OLDONYIRO	OL DONYIRO	LONKOPITO	DSA/DFH(MOH)-UNFPA REPORT	4	MOH	0.649128	36.9938	{097B67F0-8B8B-43E3-AF4D-ADB92D0250DE}
38.731175	0.979586	655	0	IRESA-BORU DISP	0	EASTERN	ISIOLO	SERICHO	ERESA BORU	IRESA BORU	DHMT	4	MOH	0.979586	38.731175	{4E83B3C5-1F20-4A85-9245-EFF63AEDFFAA}
36.75123	-0.27412	656	87	WATUKA DISP	3362	CENTRAL	NYERI	KIENI WEST	GATARAKWA	WATUKA	1:50000 MAPS	4	MOH	-0.27412	36.75123	{F7433CD2-4D90-48ED-BB57-E6B94D522936}
37.573016	0.333445	657	0	PEPO LA TUMAINI DISP	0	EASTERN	ISIOLO	CENTRAL	CENTRAL	BULLA PESA	DHMT	4	NGO	0.333445	37.573016	{525B0555-76E9-4481-875A-D6DB3E387CD9}
37.58137	0.3426	658	10	ISIOLO CATHOLIC DISP	856	EASTERN	ISIOLO	CENTRAL	ISIOLO EAST	KIWANJANI	MEDS	4	MISS	0.3426	37.58137	{CCFD46E3-830D-4786-8EF9-B7931BB21092}
36.80123	-0.291235	659	88	WENDIGA DISP	3869	CENTRAL	NYERI	KIENI WEST	ENDARASHA	CHARITY	1:50000 MAPS	4	MOH	-0.291235	36.80123	{42D175DF-9B74-4141-9988-043F2D9B4041}
39.1217	1.10357	660	27	SERICHO DISP	870	EASTERN	ISIOLO	SERICHO	SERICHO	SERICHO	DSA/DFH(MOH)-UNFPA REPORT	4	MOH	1.10357	39.1217	{79A9B04C-606F-49F1-82FC-2D08DBF17D38}
37.5812	0.3751	661	11	ISIOLO DISTRICT HOSPITAL	873	EASTERN	ISIOLO	CENTRAL	CENTRAL	KAMPI ODHA	HD MAPS	1	MOH	0.3751	37.5812	{020E5019-D01B-4E40-A3F3-94EF36BA1600}
36.982883	-0.545046	662	89	WITIMA DISP	487	CENTRAL	NYERI	OTHAYA	KARIMA	WITIMA	1:50000 MAPS	4	MOH	-0.545046	36.982883	{C0C027D8-F44A-425B-BE78-B581377D2689}
38.0678	-1.70245	663	1	IKANGA HEALTH CENTRE	876	EASTERN	KITUI	MUTOMO	IKANGA	KATHUNGU	DSA/DFH(MOH)-UNFPA REPORT	3	MISS	-1.70245	38.0678	{AFE17D0B-FFCE-471F-AE66-AA6E470E34C3}
37.7107	0.650937	664	12	ISIOLO SAMBURU COMPLEX DISP	857	EASTERN	ISIOLO	CENTRAL	NGARE MARA	GOTU	DSA/DFH(MOH)-UNFPA REPORT	4	MOH	0.650937	37.7107	{2633190C-6C6D-4B19-80F8-46F3B223656B}
36.9785	-0.548387	665	90	ZAINA DISP	488	CENTRAL	NYERI	OTHAYA	KARIMA	WITIMA	1:50000 MAPS	4	MOH	-0.548387	36.9785	{FC797E9F-DEDB-483F-86E6-D85903412DD5}
38.1845	-2.07467	666	2	IKUTHA HEALTH CENTRE	918	EASTERN	KITUI	IKUTHA	IKUTHA	NDILI	DSA/DFH(MOH)-UNFPA REPORT	3	MOH	-2.07467	38.1845	{A5AFFF0B-4F79-4685-8091-1345636B4BE3}
36.802321	-0.903212	667	2	GACHEGE DISP	2420	CENTRAL	THIKA	KAMWANGI	GITHOBOKONI	GACHEGE	1:50000 MAPS	4	MOH	-0.903212	36.802321	{89BAD2E8-FFCB-42F5-90C6-5BFC028896D4}
37.9377	-1.90411	668	3	ILENGI DISP	877	EASTERN	KITUI	IKUTHA	MALUMA	MUAMBANI	DSA/DFH(MOH)-UNFPA REPORT	4	MOH	-1.90411	37.9377	{BDE347BF-F6E0-4183-8275-681A4EA6197A}
37.8065	-1.59297	669	4	ILIKA DISP	3096	EASTERN	KITUI	YATTA	YATTA	ILIKA	DSA/DFH(MOH)-UNFPA REPORT	4	MOH	-1.59297	37.8065	{9DE1F8B0-76D4-45D2-947F-879F59DD838F}
36.77253	-0.972523	670	3	GACIIKA DISP	2417	CENTRAL	THIKA	GATUNDU	KIGANJO	GACHIKA(THIKA)	1:50000 MAPS	4	MOH	-0.972523	36.77253	{D08E0035-02B5-4F55-B183-2D6DA76DA5C0}
38.15	-1.43073	671	5	INYUU DISP	878	EASTERN	KITUI	CHULUNI	NZAMBANI	NGUNGI(CHULUNI)	DSA/DFH(MOH)-UNFPA REPORT	4	MOH	-1.43073	38.15	{37F89BAD-FE54-4D7A-9B70-52BA6FB676B5}
36.7836	-0.875356	672	4	GAKOE HC	2425	CENTRAL	THIKA	KAMWANGI	GITHOBOKONI	GAKOE	DDP	3	MOH	-0.875356	36.7836	{15FE22BC-DEE0-4775-8C12-FC687B534DBF}
36.96123	-0.93125	673	5	GATANGA DISP	307	CENTRAL	THIKA	GATANGA	KIHUMBUINI	MUKARARA	1:50000 MAPS	4	MOH	-0.93125	36.96123	{5EE62D9E-D089-4A67-BA23-A6ABCA4D55E6}
38.2979	-1.30871	674	6	KALIKU DISP	3094	EASTERN	KITUI	MUTITU	KALIKU	KAVUTEI	DSA/DFH(MOH)-UNFPA REPORT	4	MOH	-1.30871	38.2979	{6779A278-89CD-4921-AE97-BCFD1BEF9CCD}
36.96981	-0.938288	675	6	GATANGA MISS. DISP	308	CENTRAL	THIKA	GATANGA	GATANGA	MUGUMOINI(THIKA)	1:50000 MAPS	4	MISS	-0.938288	36.96981	{476CD1DC-87DC-496F-AC6E-8DA583929770}
37.9455	-1.33962	676	7	KALIMANI DISP	3946	EASTERN	KITUI	KABATI	KALIMANI	KAVUVUU	DSA/DFH(MOH)-UNFPA REPORT	4	MOH	-1.33962	37.9455	{F0153FD9-DCD3-4748-AB62-2C0E65A00580}
36.8126	-0.988882	677	7	GATITU DISP	197	CENTRAL	THIKA	GATUNDU	KIGANJO	GATITU(THIKA)	DDP	4	MISS	-0.988882	36.8126	{704F3A39-DAF2-453B-8381-5D7B945B7435}
38.1033	-1.15647	678	8	KAMANDIU DISP	3775	EASTERN	KITUI	CENTRAL	MIAMBANI	KAMANDIO MALILI	DSA/DFH(MOH)-UNFPA REPORT	4	MOH	-1.15647	38.1033	{EBF5A013-94E7-49DD-96C5-00393BD1401D}
